,object,relation,subject
52821,"hot, low of 70F, high of 90F",wednesday,oakland
52826,"raining, low of 80F, high of 90F",monday,san mateo
52827,"snow, low of 90F, high of 100F",tuesday,san mateo
52828,"snow, low of 90F, high of 100F",wednesday,san mateo
52829,"foggy, low of 70F, high of 90F",thursday,san mateo
52832,"hot, low of 60F, high of 70F",sunday,san mateo
52833,"overcast, low of 70F, high of 80F",monday,exeter
52836,"foggy, low of 70F, high of 90F",thursday,exeter
52837,"windy, low of 90F, high of 100F",friday,exeter
52838,"warm, low of 30F, high of 40F",saturday,exeter
52839,"overcast, low of 90F, high of 100F",sunday,exeter
52846,"hot, low of 30F, high of 40F",sunday,inglewood
52847,"snow, low of 40F, high of 60F",monday,san francisco
52848,"rain, low of 60F, high of 80F",tuesday,san francisco
52849,"warm, low of 40F, high of 60F",wednesday,san francisco
52854,"clear skies, low of 60F, high of 80F",monday,new york
52861,"raining, low of 80F, high of 90F",monday,cleveland
52862,"raining, low of 60F, high of 70F",tuesday,cleveland
52863,"overcast, low of 60F, high of 80F",wednesday,cleveland
52867,"warm, low of 90F, high of 100F",sunday,cleveland
52874,"clear skies, low of 60F, high of 70F",sunday,downtown chicago
52875,"raining, low of 70F, high of 90F",monday,san mateo
52876,"foggy, low of 80F, high of 100F",tuesday,san mateo
52877,"drizzle, low of 20F, high of 30F",wednesday,san mateo
52878,"rain, low of 50F, high of 60F",thursday,san mateo
52879,"drizzle, low of 60F, high of 80F",friday,san mateo
52880,"drizzle, low of 30F, high of 50F",saturday,san mateo
52882,"foggy, low of 20F, high of 40F",monday,redwood city
52883,"cloudy, low of 90F, high of 100F",tuesday,redwood city
52884,"foggy, low of 60F, high of 70F",wednesday,redwood city
52887,"drizzle, low of 90F, high of 100F",saturday,redwood city
52888,"overcast, low of 80F, high of 100F",sunday,redwood city
52889,"rain, low of 60F, high of 80F",monday,boston
52890,"blizzard, low of 20F, high of 40F",tuesday,boston
52892,"hot, low of 70F, high of 90F",thursday,boston
52894,"raining, low of 70F, high of 90F",saturday,boston
52895,"humid, low of 80F, high of 100F",sunday,boston
52897,"overcast, low of 30F, high of 50F",tuesday,oakland
52907,"raining, low of 60F, high of 70F",friday,mountain view
52908,"drizzle, low of 80F, high of 90F",saturday,mountain view
52909,"humid, low of 70F, high of 80F",sunday,mountain view
52911,"drizzle, low of 80F, high of 90F",tuesday,san francisco
52913,"raining, low of 30F, high of 50F",thursday,san francisco
52919,"cloudy, low of 70F, high of 80F",wednesday,new york
52921,"overcast, low of 40F, high of 50F",friday,new york
52923,"cloudy, low of 30F, high of 50F",sunday,new york
52926,"frost, low of 50F, high of 60F",wednesday,los angeles
52928,"drizzle, low of 40F, high of 60F",friday,los angeles
52929,"warm, low of 80F, high of 90F",saturday,los angeles
52932,"hot, low of 50F, high of 70F",tuesday,compton
52934,"clear skies, low of 40F, high of 50F",thursday,compton
52935,"foggy, low of 70F, high of 80F",friday,compton
52936,"drizzle, low of 90F, high of 100F",saturday,compton
52937,"warm, low of 90F, high of 100F",sunday,compton
52938,"raining, low of 30F, high of 50F",monday,fresno
52939,"drizzle, low of 40F, high of 60F",tuesday,fresno
52941,"dry, low of 20F, high of 40F",thursday,fresno
52943,"snow, low of 60F, high of 80F",saturday,fresno
52945,"humid, low of 60F, high of 80F",monday,san mateo
52946,"windy, low of 70F, high of 90F",tuesday,san mateo
52949,"warm, low of 90F, high of 100F",friday,san mateo
52950,"rain, low of 60F, high of 80F",saturday,san mateo
52952,"foggy, low of 30F, high of 40F",monday,durham
52959,"snow, low of 40F, high of 60F",monday,seattle
52964,"drizzle, low of 50F, high of 60F",saturday,seattle
53018,"overcast, low of 30F, high of 40F",tuesday,redwood city
53019,"hail, low of 70F, high of 90F",wednesday,redwood city
53020,"snow, low of 80F, high of 100F",thursday,redwood city
53022,"hail, low of 90F, high of 100F",saturday,redwood city
53026,"overcast, low of 20F, high of 30F",wednesday,camarillo
53027,"drizzle, low of 70F, high of 90F",thursday,camarillo
53028,"overcast, low of 30F, high of 50F",friday,camarillo
53030,"cloudy, low of 80F, high of 100F",sunday,camarillo
53032,"snow, low of 50F, high of 70F",tuesday,san francisco
53033,"frost, low of 50F, high of 60F",wednesday,san francisco
53034,"windy, low of 20F, high of 40F",thursday,san francisco
53035,"warm, low of 70F, high of 80F",friday,san francisco
53037,"drizzle, low of 70F, high of 90F",sunday,san francisco
53040,"dry, low of 40F, high of 50F",wednesday,alhambra
53041,"dry, low of 50F, high of 60F",thursday,alhambra
53042,"hail, low of 50F, high of 60F",friday,alhambra
53043,"drizzle, low of 90F, high of 100F",saturday,alhambra
53044,"foggy, low of 80F, high of 90F",sunday,alhambra
53049,"overcast, low of 50F, high of 70F",friday,new york
53050,"hail, low of 20F, high of 40F",saturday,new york
53053,"humid, low of 60F, high of 70F",tuesday,downtown chicago
53055,"raining, low of 40F, high of 50F",thursday,downtown chicago
53057,"overcast, low of 80F, high of 100F",saturday,downtown chicago
53059,"stormy, low of 80F, high of 90F",monday,san jose
53060,"snow, low of 50F, high of 70F",tuesday,san jose
53061,"cloudy, low of 20F, high of 30F",wednesday,san jose
53062,"foggy, low of 40F, high of 50F",thursday,san jose
53244,"cloudy, low of 50F, high of 70F",monday,durham
53245,"overcast, low of 20F, high of 30F",tuesday,durham
53246,"overcast, low of 60F, high of 80F",wednesday,durham
53249,"hail, low of 40F, high of 60F",saturday,durham
53250,"cloudy, low of 50F, high of 70F",sunday,durham
53252,"stormy, low of 60F, high of 70F",tuesday,grand rapids
53254,"hot, low of 80F, high of 90F",thursday,grand rapids
53255,"snow, low of 40F, high of 50F",friday,grand rapids
53258,"hail, low of 40F, high of 60F",monday,danville
53259,"rain, low of 90F, high of 100F",tuesday,danville
53260,"rain, low of 90F, high of 100F",wednesday,danville
53268,"stormy, low of 70F, high of 80F",thursday,brentwood
53270,"dry, low of 30F, high of 40F",saturday,brentwood
53272,"cloudy, low of 70F, high of 90F",monday,fresno
53274,"rain, low of 60F, high of 80F",wednesday,fresno
53275,"foggy, low of 60F, high of 70F",thursday,fresno
53278,"dry, low of 50F, high of 60F",sunday,fresno
53279,"dry, low of 40F, high of 50F",monday,manhattan
53282,"overcast, low of 90F, high of 100F",thursday,manhattan
53286,"drizzle, low of 90F, high of 100F",monday,exeter
53287,"clear skies, low of 30F, high of 50F",tuesday,exeter
53288,"clear skies, low of 60F, high of 80F",wednesday,exeter
53289,"raining, low of 80F, high of 90F",thursday,exeter
53291,"hail, low of 80F, high of 100F",saturday,exeter
53334,"rain, low of 30F, high of 50F",tuesday,corona
53335,"cloudy, low of 30F, high of 40F",wednesday,corona
53336,"dry, low of 60F, high of 80F",thursday,corona
53337,"cloudy, low of 30F, high of 40F",friday,corona
53339,"blizzard, low of 50F, high of 60F",sunday,corona
53340,"overcast, low of 70F, high of 80F",monday,alhambra
53341,"clear skies, low of 50F, high of 60F",tuesday,alhambra
53342,"foggy, low of 60F, high of 80F",wednesday,alhambra
53343,"hot, low of 90F, high of 100F",thursday,alhambra
53344,"windy, low of 60F, high of 80F",friday,alhambra
53345,"snow, low of 40F, high of 50F",saturday,alhambra
53349,"raining, low of 90F, high of 100F",wednesday,san jose
53350,"stormy, low of 40F, high of 60F",thursday,san jose
53351,"humid, low of 80F, high of 90F",friday,san jose
53354,"stormy, low of 90F, high of 100F",monday,inglewood
53359,"hot, low of 50F, high of 70F",saturday,inglewood
53361,"humid, low of 60F, high of 80F",monday,downtown chicago
53368,"hot, low of 80F, high of 90F",monday,manhattan
53369,"stormy, low of 20F, high of 30F",tuesday,manhattan
53371,"rain, low of 40F, high of 50F",thursday,manhattan
53374,"snow, low of 40F, high of 60F",sunday,manhattan
53377,"foggy, low of 60F, high of 70F",wednesday,durham
53379,"hot, low of 80F, high of 90F",friday,durham
53381,"overcast, low of 60F, high of 80F",sunday,durham
53382,"overcast, low of 70F, high of 90F",monday,exeter
53383,"frost, low of 50F, high of 60F",tuesday,exeter
53388,"frost, low of 40F, high of 50F",sunday,exeter
53390,"dry, low of 30F, high of 40F",tuesday,san jose
53392,"dry, low of 90F, high of 100F",thursday,san jose
53394,"snow, low of 40F, high of 60F",saturday,san jose
53395,"snow, low of 30F, high of 40F",sunday,san jose
53396,"windy, low of 60F, high of 70F",monday,cleveland
53397,"dry, low of 40F, high of 60F",tuesday,cleveland
53399,"hot, low of 70F, high of 90F",thursday,cleveland
53401,"blizzard, low of 50F, high of 60F",saturday,cleveland
53402,"raining, low of 70F, high of 80F",sunday,cleveland
53407,"warm, low of 50F, high of 70F",friday,san mateo
53411,"dry, low of 50F, high of 70F",tuesday,inglewood
53415,"frost, low of 20F, high of 40F",saturday,inglewood
53417,"hot, low of 70F, high of 80F",monday,new york
53418,"foggy, low of 40F, high of 60F",tuesday,new york
53420,"overcast, low of 50F, high of 60F",thursday,new york
53422,"drizzle, low of 70F, high of 80F",saturday,new york
53423,"raining, low of 90F, high of 100F",sunday,new york
53425,"blizzard, low of 50F, high of 60F",tuesday,grand rapids
53426,"raining, low of 80F, high of 90F",wednesday,grand rapids
53427,"raining, low of 40F, high of 60F",thursday,grand rapids
53428,"warm, low of 70F, high of 80F",friday,grand rapids
53436,"hot, low of 40F, high of 60F",saturday,new york
53438,"raining, low of 40F, high of 60F",monday,san francisco
53440,"snow, low of 80F, high of 100F",wednesday,san francisco
53453,"hot, low of 70F, high of 80F",tuesday,downtown chicago
53455,"overcast, low of 30F, high of 40F",thursday,downtown chicago
53456,"cloudy, low of 80F, high of 90F",friday,downtown chicago
53459,"windy, low of 70F, high of 80F",monday,seattle
53460,"warm, low of 30F, high of 40F",tuesday,seattle
53461,"raining, low of 80F, high of 90F",wednesday,seattle
53462,"warm, low of 80F, high of 100F",thursday,seattle
53463,"warm, low of 70F, high of 80F",friday,seattle
53467,"windy, low of 90F, high of 100F",tuesday,compton
53468,"overcast, low of 80F, high of 100F",wednesday,compton
53470,"foggy, low of 90F, high of 100F",friday,compton
53471,"warm, low of 60F, high of 80F",saturday,compton
53472,"warm, low of 80F, high of 100F",sunday,compton
53475,"foggy, low of 60F, high of 70F",wednesday,mountain view
53603,5672 barringer street,address,home
53614,"dry, low of 40F, high of 50F",wednesday,oakland
53615,"foggy, low of 50F, high of 70F",thursday,oakland
53622,"drizzle, low of 20F, high of 40F",thursday,compton
53624,"clear skies, low of 80F, high of 100F",saturday,compton
53625,"raining, low of 20F, high of 30F",sunday,compton
53628,"drizzle, low of 80F, high of 90F",wednesday,boston
53629,"humid, low of 60F, high of 80F",thursday,boston
53630,"humid, low of 60F, high of 80F",friday,boston
53632,"humid, low of 80F, high of 90F",sunday,boston
53637,"foggy, low of 50F, high of 60F",friday,cleveland
53638,"overcast, low of 70F, high of 80F",saturday,cleveland
53641,"dry, low of 70F, high of 90F",tuesday,san mateo
53645,"hot, low of 80F, high of 90F",saturday,san mateo
53648,"snow, low of 50F, high of 60F",tuesday,new york
53649,"humid, low of 70F, high of 80F",wednesday,new york
53654,"dry, low of 20F, high of 30F",monday,los angeles
53657,"warm, low of 60F, high of 70F",thursday,los angeles
53722,"clear skies, low of 70F, high of 90F",tuesday,downtown chicago
53723,"foggy, low of 80F, high of 90F",wednesday,downtown chicago
53725,"rain, low of 30F, high of 40F",friday,downtown chicago
53728,"raining, low of 50F, high of 60F",monday,grand rapids
53730,"drizzle, low of 80F, high of 100F",wednesday,grand rapids
53731,"warm, low of 70F, high of 90F",thursday,grand rapids
53732,"drizzle, low of 50F, high of 60F",friday,grand rapids
53736,"rain, low of 70F, high of 80F",tuesday,seattle
53740,"windy, low of 80F, high of 100F",saturday,seattle
53742,"windy, low of 30F, high of 50F",monday,exeter
53743,"overcast, low of 60F, high of 80F",tuesday,exeter
53744,"foggy, low of 40F, high of 60F",wednesday,exeter
53747,"clear skies, low of 60F, high of 70F",saturday,exeter
53748,"foggy, low of 80F, high of 90F",sunday,exeter
53749,"overcast, low of 30F, high of 40F",monday,menlo park
53750,"dry, low of 20F, high of 30F",tuesday,menlo park
53751,"cloudy, low of 40F, high of 50F",wednesday,menlo park
53753,"cloudy, low of 40F, high of 50F",friday,menlo park
53754,"windy, low of 60F, high of 80F",saturday,menlo park
53757,"foggy, low of 80F, high of 90F",tuesday,mountain view
53758,"clear skies, low of 40F, high of 60F",wednesday,mountain view
53760,"frost, low of 30F, high of 50F",friday,mountain view
53764,"raining, low of 60F, high of 80F",tuesday,los angeles
53767,"overcast, low of 30F, high of 40F",friday,los angeles
53768,"clear skies, low of 90F, high of 100F",saturday,los angeles
53771,"misty, low of 20F, high of 30F",tuesday,corona
53773,"foggy, low of 60F, high of 70F",thursday,corona
53774,"dew, low of 50F, high of 60F",friday,corona
53775,"windy, low of 40F, high of 60F",saturday,corona
53776,"foggy, low of 70F, high of 80F",sunday,corona
53780,"windy, low of 70F, high of 80F",thursday,oakland
53781,"hot, low of 50F, high of 70F",friday,oakland
53782,"dry, low of 40F, high of 60F",saturday,oakland
53783,"warm, low of 80F, high of 90F",sunday,oakland
53784,"stormy, low of 20F, high of 30F",monday,atherton
53785,"humid, low of 90F, high of 100F",tuesday,atherton
53786,"overcast, low of 60F, high of 70F",wednesday,atherton
53787,"warm, low of 90F, high of 100F",thursday,atherton
53788,"hail, low of 70F, high of 90F",friday,atherton
53789,"cloudy, low of 30F, high of 40F",saturday,atherton
53790,"raining, low of 30F, high of 50F",sunday,atherton
53791,"humid, low of 80F, high of 90F",monday,durham
53792,"snow, low of 30F, high of 40F",tuesday,durham
53794,"drizzle, low of 70F, high of 80F",thursday,durham
53795,"hail, low of 60F, high of 70F",friday,durham
53797,"clear skies, low of 80F, high of 90F",sunday,durham
53798,"rain, low of 80F, high of 100F",monday,mountain view
53800,"overcast, low of 30F, high of 50F",wednesday,mountain view
53801,"misty, low of 50F, high of 70F",thursday,mountain view
53806,"dew, low of 70F, high of 90F",tuesday,san francisco
53808,"cloudy, low of 50F, high of 60F",thursday,san francisco
53809,"dry, low of 30F, high of 40F",friday,san francisco
53813,"snow, low of 70F, high of 80F",tuesday,san jose
53814,"stormy, low of 60F, high of 80F",wednesday,san jose
53816,"clear skies, low of 20F, high of 30F",friday,san jose
53818,"stormy, low of 80F, high of 100F",sunday,san jose
53883,"windy, low of 50F, high of 60F",monday,redwood city
53885,"dry, low of 80F, high of 100F",wednesday,redwood city
53887,"snow, low of 80F, high of 100F",friday,redwood city
53889,"rain, low of 40F, high of 60F",sunday,redwood city
53893,"dry, low of 70F, high of 80F",thursday,downtown chicago
53897,"blizzard, low of 30F, high of 40F",monday,los angeles
53898,"rain, low of 70F, high of 80F",tuesday,los angeles
53900,"windy, low of 70F, high of 90F",thursday,los angeles
53901,"snow, low of 70F, high of 90F",friday,los angeles
53906,"drizzle, low of 20F, high of 30F",wednesday,san francisco
53907,"hot, low of 80F, high of 100F",thursday,san francisco
53908,"blizzard, low of 50F, high of 60F",friday,san francisco
53909,"raining, low of 20F, high of 30F",saturday,san francisco
53912,"foggy, low of 50F, high of 70F",tuesday,compton
53913,"raining, low of 50F, high of 70F",wednesday,compton
53917,"overcast, low of 50F, high of 60F",sunday,compton
53920,"clear skies, low of 20F, high of 30F",wednesday,durham
53922,"snow, low of 20F, high of 40F",friday,durham
53924,"dry, low of 20F, high of 40F",sunday,durham
53925,"cloudy, low of 20F, high of 40F",monday,menlo park
53929,"overcast, low of 70F, high of 90F",friday,menlo park
53930,"clear skies, low of 50F, high of 70F",saturday,menlo park
53932,"hot, low of 90F, high of 100F",monday,menlo park
53933,"overcast, low of 40F, high of 60F",tuesday,menlo park
53942,"snow, low of 60F, high of 70F",thursday,san jose
53945,"snow, low of 60F, high of 80F",sunday,san jose
